2.504761047363281250e+02,3.755130004882812500e+01,6.799255609512329102e-01,8.873384445905685425e-03,3.447866812348365784e-02,1.174623146653175354e-01,9.924389719963073730e-01
2.073891601562500000e+02,3.111731567382812500e+02,6.900268793106079102e-01,-1.741489022970199585e-02,2.928636968135833740e-04,-6.369138360023498535e-01,7.707381248474121094e-01
1.212152709960937500e+02,8.315494537353515625e+01,7.030884027481079102e-01,5.390917416661977768e-03,1.339774765074253082e-02,-8.166518807411193848e-01,5.769497752189636230e-01
1.858456878662109375e+02,7.148869991302490234e+00,7.032486200332641602e-01,-1.992960087954998016e-02,-8.615381084382534027e-03,9.987913966178894043e-01,4.409432783722877502e-02
2.720195617675781250e+02,2.807707519531250000e+02,6.998535394668579102e-01,3.865934908390045166e-03,2.851056866347789764e-03,-6.940455436706542969e-01,7.199151515960693359e-01
2.289326324462890625e+02,1.895634460449218750e+02,6.998535394668579102e-01,1.190767437219619751e-02,9.848107583820819855e-03,-5.636139586567878723e-02,9.982909560203552246e-01
3.151065063476562500e+02,9.835616302490234375e+01,7.032409906387329102e-01,-1.222868449985980988e-02,3.004480339586734772e-02,1.522832363843917847e-01,9.878044128417968750e-01
2.181608886718750000e+02,6.795372772216796875e+01,6.799408197402954102e-01,7.178904488682746887e-03,-2.517765201628208160e-02,9.489302635192871094e-01,3.143978714942932129e-01
3.043347778320312500e+02,3.415755920410156250e+02,7.032409906387329102e-01,1.607001200318336487e-02,1.822311989963054657e-02,-2.879521250724792480e-01,9.573364853858947754e-01
2.426964759826660156e+01,1.135573730468750000e+02,1.034425377845764160e+00,1.521662250161170959e-02,-1.786299981176853180e-03,7.316882014274597168e-01,6.814672946929931641e-01
1.104435348510742188e+02,3.871792297363281250e+02,7.030884027481079102e-01,-1.694240421056747437e-02,1.201571524143218994e-02,9.987944960594177246e-01,4.447659105062484741e-02
6.735659027099609375e+01,1.338256683349609375e+02,7.489258050918579102e-01,-3.015856072306632996e-02,-1.416758075356483459e-02,9.965446591377258301e-01,7.608257979154586792e-02
1.266011428833007812e+02,2.858377990722656250e+02,7.032409906387329102e-01,-2.011799253523349762e-03,2.348398789763450623e-02,-5.808449983596801758e-01,8.136728405952453613e-01
2.989489135742187500e+02,5.781958770751953125e+01,6.799103021621704102e-01,3.296432644128799438e-02,9.492894634604454041e-03,-6.897187829017639160e-01,7.232643961906433105e-01
2.343184967041015625e+02,2.741715621948242188e+01,6.799255609512329102e-01,-7.129932288080453873e-03,2.983335219323635101e-02,2.381468713283538818e-01,9.707447290420532227e-01
8.112044334411621094e+00,7.302080535888671875e+01,7.085663080215454102e-01,-4.986967891454696655e-03,7.960471324622631073e-03,2.280416041612625122e-01,9.736061096191406250e-01
2.666336975097656250e+02,1.186244430541992188e+02,6.899963617324829102e-01,-1.902096904814243317e-02,5.201583728194236755e-03,7.887845635414123535e-01,6.143532991409301758e-01
5.119898986816406250e+01,2.554353790283203125e+02,7.032562494277954102e-01,-1.052308455109596252e-02,-1.281835976988077164e-02,-1.349072408629581332e-04,9.998624324798583984e-01
3.097206420898437500e+02,1.388927307128906250e+02,6.733337640762329102e-01,-1.909033162519335747e-04,-4.010345321148633957e-03,-6.321416497230529785e-01,7.748425006866455078e-01
2.020032958984375000e+02,4.768544387817382812e+01,6.799408197402954102e-01,5.219509825110435486e-03,4.369948990643024445e-03,-7.377759218215942383e-01,6.750112771987915039e-01
2.881771850585937500e+02,3.213073120117187500e+02,6.998535394668579102e-01,-8.046907372772693634e-03,-1.459321286529302597e-02,7.683072686195373535e-01,6.398643255233764648e-01
2.450902404785156250e+02,2.301000213623046875e+02,1.047387719154357910e+00,-1.510207541286945343e-02,2.150419168174266815e-02,2.671106457710266113e-01,9.633075594902038574e-01
-5.352626323699951172e+00,1.540939483642578125e+02,7.030884027481079102e-01,2.109983935952186584e-02,4.193400591611862183e-02,-7.999656796455383301e-01,5.982065796852111816e-01
1.885386199951171875e+02,1.692951660156250000e+02,6.899963617324829102e-01,1.835520379245281219e-02,1.033016247674822807e-03,-1.855705082416534424e-01,9.824588894844055176e-01
2.747125244140625000e+02,7.808787536621093750e+01,6.798797845840454102e-01,6.401877850294113159e-03,1.714485324919223785e-02,-2.877930402755737305e-01,9.575177431106567383e-01
3.177994689941406250e+02,2.605024414062500000e+02,7.000976800918579102e-01,9.717772714793682098e-03,-1.256801653653383255e-02,7.683160305023193359e-01,6.398735642433166504e-01
1.777668914794921875e+02,-6.363320827484130859e+00,7.030960321426391602e-01,1.096886210143566132e-02,3.623069822788238525e-02,-3.976945881731808186e-04,9.992831945419311523e-01
2.639407653808593750e+02,2.672585449218750000e+02,6.998840570449829102e-01,1.129951607435941696e-02,1.914896816015243530e-02,-5.888652205467224121e-01,8.079253435134887695e-01
3.070277099609375000e+02,8.484397125244140625e+01,7.030884027481079102e-01,1.606529019773006439e-02,-6.464199628680944443e-03,8.327158689498901367e-01,5.534297227859497070e-01
2.854842529296875000e+02,1.456488342285156250e+02,6.733337640762329102e-01,-1.616439782083034515e-03,2.714399993419647217e-02,6.927417516708374023e-01,7.206729650497436523e-01
2.423973083496093750e+02,5.444153976440429688e+01,6.799255609512329102e-01,-3.363647498190402985e-03,-2.239794097840785980e-02,9.099742174148559570e-01,4.140458106994628906e-01
3.324189037084579468e-02,1.000451812744140625e+02,6.019989252090454102e-01,8.879488334059715271e-03,1.015450432896614075e-02,-9.734176993370056152e-01,2.286396771669387817e-01
4.312018585205078125e+01,1.608500366210937500e+02,7.031189203262329102e-01,-9.366896003484725952e-03,4.391210898756980896e-02,-1.846317499876022339e-01,9.817816019058227539e-01
2.154679565429687500e+02,2.976609802246093750e+02,6.899963617324829102e-01,-1.687027700245380402e-02,-1.187542919069528580e-02,4.505758583545684814e-01,8.924996852874755859e-01
1.292940673828125000e+02,6.964275360107421875e+01,7.961059808731079102e-01,6.269062403589487076e-03,2.090469375252723694e-02,9.980598092079162598e-01,5.831189453601837158e-02
3.016418457031250000e+02,2.064536895751953125e+02,6.998993158340454102e-01,-3.740642685443162918e-03,1.115285418927669525e-02,-5.889554619789123535e-01,8.080798983573913574e-01
2.157671356201171875e+01,3.432646179199218750e+02,7.032409906387329102e-01,-1.940062828361988068e-02,-1.221486926078796387e-02,-1.857326030731201172e-01,9.823328256607055664e-01
2.800983886718750000e+02,3.888682556152343750e+02,7.030884027481079102e-01,3.187824413180351257e-02,-1.761440932750701904e-02,-9.950476884841918945e-01,9.248558431863784790e-02
2.370114288330078125e+02,1.355146789550781250e+02,6.997925043106079102e-01,1.116614229977130890e-02,2.286534011363983154e-02,-8.009600043296813965e-01,5.981768369674682617e-01
3.231853332519531250e+02,4.430739593505859375e+01,7.032562494277954102e-01,-1.838631927967071533e-02,3.908981010317802429e-02,2.383936941623687744e-01,9.702075123786926270e-01
2.693266296386718750e+02,2.267219696044921875e+02,6.998993158340454102e-01,-1.982510089874267578e-02,5.143024027347564697e-03,-1.854630857706069946e-01,9.824377894401550293e-01
3.124135742187500000e+02,2.875268249511718750e+02,6.998840570449829102e-01,1.042804215103387833e-04,2.132098004221916199e-02,1.532135754823684692e-01,9.879630804061889648e-01
3.234844970703125000e+01,5.950860977172851562e+01,9.144264459609985352e-01,-1.667974516749382019e-02,3.033089265227317810e-02,5.062149721197783947e-04,9.994006156921386719e-01
2.046962280273437500e+02,1.963195495605468750e+02,7.030884027481079102e-01,2.672073617577552795e-02,3.102722205221652985e-02,-5.886645317077636719e-01,8.073397874832153320e-01
3.339570617675781250e+02,1.659171142578125000e+02,7.030884027481079102e-01,2.297919988632202148e-02,3.860111907124519348e-02,-8.001407384872436523e-01,5.981276035308837891e-01
-6.699093341827392578e+00,3.027280578613281250e+02,7.032409906387329102e-01,8.938126266002655029e-03,-1.188194565474987030e-02,-9.902366399765014648e-01,1.386017352342605591e-01
7.947479248046875000e+01,2.115207672119140625e+02,9.223877191543579102e-01,-3.548176726326346397e-03,3.585541620850563049e-02,1.454840600490570068e-01,9.887042641639709473e-01
2.087356262207031250e+02,2.571244201660156250e+02,6.899963617324829102e-01,2.655127551406621933e-03,-4.206817131489515305e-03,-5.002485513687133789e-01,8.658675551414489746e-01
1.484437847137451172e+01,1.405817565917968750e+02,9.368530511856079102e-01,-3.810670226812362671e-02,1.315195765346288681e-02,9.982448220252990723e-01,4.338348656892776489e-02
